model_id,lambda_,delta,alpha,ma_window,min_gap_samples,n_records,duration_samples,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_41,10.0,0.01,0.9999,50,500,22,525000.0,26.90909090909091,824.8636363636364,0.061906105334664945,0.0597615090205577,0.2067534148860828,0.20071661131246932,0.9415825018242263,0.9673136611536047,0.0300930477351519,0.033600828140762366,1.3462727272726933,3.2490727272727185,21.507792207792207,-61.99060058681489,-132.4667339209542,-33.38889755610887,26.09090909090909,752.7727272727273,0.8181818181818182,25.044181818181823
model_42,10.0,0.01,0.9999,50,1000,22,525000.0,26.90909090909091,443.09090909090907,0.09548807506470293,0.08331224942878072,0.28218171731567193,0.25335126269418745,0.8054990020139001,0.9413939912185643,0.044160607816103356,0.054192002806320264,2.6390909090909194,5.2711090909090865,11.532467532467534,-33.20526908371548,-71.07085626388907,-23.36338458453777,23.40909090909091,403.6363636363636,3.5,19.69524242424246
model_43,10.0,0.01,0.9999,50,2000,22,525000.0,26.90909090909091,231.54545454545453,0.1327822770979432,0.09251797251463856,0.3420831912029033,0.24068611650636965,0.42151938630628094,0.8462028647326637,0.04132520227811218,0.0803430799970345,5.115363636363622,7.845754545454533,6.020779220779221,-20.52845797337509,-40.32098916347309,-22.26855601468973,18.863636363636363,210.72727272727272,8.045454545454545,12.357666666666704
model_44,10.0,0.01,0.9999,50,4000,22,525000.0,26.90909090909091,120.18181818181819,0.12748100853763852,0.09004693053946855,0.2676612421758157,0.19347424786273743,0.3152916959952159,0.49141843562123494,0.05109739444354198,0.08673459020424176,4.045727272727245,7.4542727272727145,3.12987012987013,-22.446424124855152,-32.71634555518421,-35.44782704605425,10.636363636363637,109.54545454545455,16.272727272727273,6.969242424242447
model_45,10.0,0.01,0.9999,200,500,22,525000.0,26.90909090909091,655.2272727272727,0.07291055060422474,0.06750674712556197,0.22967592766325032,0.21471951219214347,0.8227077368470198,0.8861793141323762,0.03369066308657898,0.040032042610368516,1.6733636363636128,4.092890909090893,16.98701298701299,-50.27393611969072,-105.842173825267,-30.944362721448023,24.636363636363637,594.5454545454545,2.272727272727273,22.730060606060622
model_46,10.0,0.01,0.9999,200,1000,22,525000.0,26.90909090909091,370.8181818181818,0.10602983837942564,0.0910537422092388,0.29251326239898046,0.2562241898278979,0.6839843690971713,0.8569467504007986,0.04607950568503954,0.06108495768438036,2.696090909090884,5.832790909090881,9.62077922077922,-29.546503704931407,-61.08826468532494,-24.411986851098273,21.863636363636363,336.72727272727275,5.045454545454546,18.117030303030326
model_47,10.0,0.01,0.9999,200,2000,22,525000.0,26.90909090909091,200.63636363636363,0.13708522591336078,0.09933964706334822,0.32878194244644693,0.23902068447012795,0.3910240069784491,0.7558954899264407,0.04623702721591582,0.08467414200780875,4.796666666666661,8.119561904761888,5.2,-20.591514363570507,-37.68469593197552,-25.31765085209527,17.227272727272727,182.0,9.681818181818182,11.627181818181844
model_48,10.0,0.01,0.9999,200,4000,22,525000.0,26.90909090909091,107.4090909090909,0.1399979156447282,0.09494605804878807,0.2709680407008095,0.1887056747638482,0.2619024027014322,0.4629788896661661,0.049203343306909536,0.09808750400077426,4.660571428571401,7.633942857142839,2.7675324675324675,-21.536243691081264,-30.566176695237893,-35.24854991627567,10.545454545454545,96.86363636363636,16.363636363636363,6.542757575757591
model_49,10.0,0.02,0.99,10,500,22,525000.0,26.90909090909091,928.8636363636364,0.057962111661290616,0.0568327787233927,0.1943335811967777,0.19142881495093433,0.9857799668470532,0.9892421011823997,0.028611249917936007,0.031449700534285786,1.1387272727272706,2.5785909090908863,24.28831168831169,-70.27548952959188,-149.58034516052,-37.35033444140054,26.636363636363637,850.0909090909091,0.2727272727272727,26.019606060606062
model_50,10.0,0.02,0.99,10,1000,22,525000.0,26.90909090909091,487.59090909090907,0.09049055405997705,0.0801180577300214,0.2694843449826468,0.24568109661288526,0.8842700624230936,0.9620216880421427,0.04366261957671946,0.051383725322199834,2.2428181818181554,4.603863636363614,12.74025974025974,-36.189287437796516,-77.88379050437851,-23.932944995414605,23.90909090909091,445.90909090909093,3.0,20.602151515151533
model_51,10.0,0.02,0.99,10,2000,22,525000.0,26.90909090909091,250.5,0.12695081460613292,0.09308720755872346,0.3365388849154566,0.25250021091870617,0.4960454563029273,0.8833308235331256,0.04209768068201213,0.07646574634196865,4.380727272727221,7.753445454545441,6.542857142857144,-22.25746287255526,-43.72797779736916,-23.34038722833013,19.136363636363637,229.0,7.7727272727272725,13.345636363636412
model_52,10.0,0.02,0.99,10,4000,22,525000.0,26.90909090909091,127.63636363636364,0.12421394180996818,0.0821932134161971,0.26785309213255526,0.18095350321527984,0.3155930634659583,0.5489953698000181,0.0469935225128056,0.08502933137708243,4.96909090909091,8.480127272727266,3.3337662337662337,-22.89102272468236,-33.79593287212851,-35.30220401459565,10.954545454545455,116.68181818181819,15.954545454545455,6.79039393939396
model_53,10.0,0.02,0.99,50,500,22,525000.0,26.90909090909091,823.5909090909091,0.06201741876556097,0.05987884296116017,0.20705416766457588,0.20104576295598575,0.9435587864092067,0.9673136611536047,0.03020785148182299,0.033663331383194064,1.2843636363635944,3.156881818181802,21.464935064935062,-61.82907779778795,-132.15844208133092,-33.300759292380114,26.09090909090909,751.2727272727273,0.8181818181818182,25.04684848484849
model_54,10.0,0.02,0.99,50,1000,22,525000.0,26.90909090909091,442.59090909090907,0.09560715733064212,0.0834041384086965,0.28243090668842036,0.25352395830806423,0.8048269019257023,0.9413939912185643,0.044144312105184186,0.05426157921666302,2.6526363636363652,5.287736363636355,11.515584415584415,-33.06048491662958,-70.87637173515655,-23.197996052820645,23.40909090909091,403.04545454545456,3.5,19.69106060606064
model_55,10.0,0.02,0.99,50,2000,22,525000.0,26.90909090909091,231.45454545454547,0.13321498968116544,0.09350306302989102,0.3430309480618207,0.2432160473389599,0.4357182977514222,0.8475397631283855,0.042445001563931106,0.08060163485832737,5.201999999999972,7.884572727272715,6.0168831168831165,-20.4677385560744,-40.25040364395934,-22.21276964849557,18.90909090909091,210.5909090909091,8.0,12.483333333333375
model_56,10.0,0.02,0.99,50,4000,22,525000.0,26.90909090909091,120.13636363636364,0.127381070395133,0.08833659241890414,0.26878946894857,0.19075604055403242,0.3083690209690926,0.5113501251360434,0.050048443394590934,0.08674001113989525,4.493545454545413,7.755636363636344,3.128571428571429,-22.556647269100196,-32.821571243285845,-35.560548918371005,10.636363636363637,109.5,16.272727272727273,6.828878787878812
model_57,10.0,0.02,0.99,200,500,22,525000.0,26.90909090909091,652.9090909090909,0.07319850487387426,0.06777184506490483,0.23036135398254934,0.21535766729856906,0.8227077368470198,0.8861793141323762,0.03380494599942943,0.040196882798502996,1.6441818181817978,4.063527272727248,16.918181818181818,-50.11133581638699,-105.47127846070758,-30.931364494226695,24.636363636363637,592.1363636363636,2.272727272727273,22.729969696969718
model_58,10.0,0.02,0.99,200,1000,22,525000.0,26.90909090909091,370.04545454545456,0.1058214413224199,0.09091636576593562,0.2917472519752099,0.2556795878436425,0.6831998252308625,0.8549704658158184,0.045911648289930614,0.060983065880351746,2.7840909090908914,5.842327272727247,9.6012987012987,-29.56070164137431,-61.03419466878501,-24.505773309487143,21.818181818181817,336.04545454545456,5.090909090909091,18.079666666666693
