model_id,drift_confidence,warning_confidence,lambda_option,two_side_option,ma_window,min_gap_samples,n_records,duration_samples,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_52,0.0001,0.001,0.05,False,50,1000,22,525000.0,26.90909090909091,0.7727272727272727,0.040117079889807165,0.03957269438358075,0.034187166999667,0.033591252130285035,0.002272727272727273,0.0332972582972583,0.01515151515151515,0.08333333333333333,4.0760000000000005,4.0760000000000005,0.014285714285714256,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.18181818181818182,0.5,26.727272727272727,0.17951515151515152
model_53,0.0001,0.001,0.05,False,50,2000,22,525000.0,26.90909090909091,0.5454545454545454,0.012396694214876032,0.0040275940113704365,0.007973953757086281,0.0024714263972053,0.0,0.007323232323232323,0.0,0.045454545454545456,8.154,8.154,0.012987012987012957,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.09090909090909091,0.45454545454545453,26.818181818181817,0.027969696969696953
model_54,0.0001,0.001,0.05,False,50,3000,22,525000.0,26.90909090909091,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.014285714285714256,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,0.5,26.90909090909091,0.0
model_55,0.0001,0.001,0.05,False,50,5000,22,525000.0,26.90909090909091,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.012987012987012957,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,0.45454545454545453,26.90909090909091,0.0
model_56,0.0001,0.001,0.05,False,100,500,22,525000.0,26.90909090909091,3.727272727272727,0.031171480035116394,0.031171480035116394,0.0339649144329984,0.0339649144329984,0.03708513708513708,0.03708513708513708,0.03829744816586921,0.06675084175084176,2.0872,2.0872,0.08311688311688309,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.22727272727272727,2.909090909090909,26.681818181818183,0.22727272727272727
model_57,0.0001,0.001,0.05,False,100,1000,22,525000.0,26.90909090909091,2.090909090909091,0.03773612750885478,0.03698952182283011,0.036398723559049634,0.03560033922572338,0.00505050505050505,0.03708513708513708,0.011363636363636364,0.07727272727272727,4.1592,4.1592,0.04805194805194804,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.22727272727272727,1.6818181818181819,26.681818181818183,0.2210909090909091
model_58,0.0001,0.001,0.05,False,100,2000,22,525000.0,26.90909090909091,1.1363636363636365,0.038370720188902,0.011555728516270956,0.03436691563391912,0.009104590605810701,0.0,0.03383838383838384,0.0,0.07102272727272728,8.267000000000001,8.267000000000001,0.02727272727272725,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.18181818181818182,0.9545454545454546,26.727272727272727,0.05251515151515149
model_59,0.0001,0.001,0.05,False,100,3000,22,525000.0,26.90909090909091,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.02467532467532466,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,0.8636363636363636,26.90909090909091,0.0
model_60,0.0001,0.001,0.05,False,100,5000,22,525000.0,26.90909090909091,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.016883116883116864,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,0.5909090909090909,26.90909090909091,0.0
model_61,0.0001,0.001,0.05,True,1,500,22,525000.0,26.90909090909091,1.0454545454545454,0.0218575616302889,0.0218575616302889,0.014347826304711327,0.014347826304711327,0.013243782361429418,0.013243782361429418,0.07348484848484847,0.10227272727272728,1.495,1.495,0.014285714285714261,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.18181818181818182,0.5,26.727272727272727,0.18181818181818182
model_62,0.0001,0.001,0.05,True,1,1000,22,525000.0,26.90909090909091,0.7272727272727273,0.022440312213039482,0.02232219508580535,0.014411488133079036,0.014333691968844549,0.0077243018419489,0.013243782361429418,0.056818181818181816,0.10606060606060606,3.062,3.062,0.012987012987012958,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.18181818181818182,0.45454545454545453,26.727272727272727,0.18078787878787878
model_63,0.0001,0.001,0.05,True,1,2000,22,525000.0,26.90909090909091,0.5454545454545454,0.01744719926538108,0.009331774280254092,0.01092554761777105,0.0055791152868768824,0.00267379679144385,0.009997029114676174,0.045454545454545456,0.09090909090909091,5.386666666666667,5.386666666666667,0.01168831168831166,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.13636363636363635,0.4090909090909091,26.772727272727273,0.0756060606060606
model_64,0.0001,0.001,0.05,True,1,3000,22,525000.0,26.90909090909091,0.5,0.00505050505050505,0.00505050505050505,0.0029515938606847684,0.0029515938606847684,0.00267379679144385,0.00267379679144385,0.045454545454545456,0.045454545454545456,0.14,0.14,0.012987012987012958,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.045454545454545456,0.45454545454545453,26.863636363636363,0.045454545454545456
model_65,0.0001,0.001,0.05,True,1,5000,22,525000.0,26.90909090909091,0.45454545454545453,0.00505050505050505,0.00505050505050505,0.0029515938606847684,0.0029515938606847684,0.00267379679144385,0.00267379679144385,0.045454545454545456,0.045454545454545456,0.14,0.14,0.01168831168831166,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.045454545454545456,0.4090909090909091,26.863636363636363,0.045454545454545456
model_66,0.0001,0.001,0.05,True,10,500,22,525000.0,26.90909090909091,1.0,0.01680705657978385,0.01680705657978385,0.01139623244402656,0.01139623244402656,0.010569985569985568,0.010569985569985568,0.028030303030303027,0.056818181818181816,1.9533333333333331,1.9533333333333331,0.014285714285714261,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.13636363636363635,0.5,26.772727272727273,0.13636363636363635
model_67,0.0001,0.001,0.05,True,10,1000,22,525000.0,26.90909090909091,0.6818181818181818,0.017389807162534434,0.017249555389173884,0.01145989427239427,0.011367731438904233,0.00505050505050505,0.010569985569985568,0.011363636363636364,0.0606060606060606,4.046666666666667,4.046666666666667,0.012987012987012958,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.13636363636363635,0.45454545454545453,26.772727272727273,0.13512121212121214
model_68,0.0001,0.001,0.05,True,10,2000,22,525000.0,26.90909090909091,0.5,0.012396694214876032,0.0042726804084947815,0.007973953757086281,0.0026218555351887316,0.0,0.007323232323232323,0.0,0.045454545454545456,8.012,8.012,0.01168831168831166,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.09090909090909091,0.4090909090909091,26.818181818181817,0.030121212121212125
model_69,0.0001,0.001,0.05,True,10,3000,22,525000.0,26.90909090909091,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.012987012987012958,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,0.45454545454545453,26.90909090909091,0.0
